amfi_code,date,nav
100016,2022-05-05,517.1078
100016,2022-05-06,514.6837
100016,2022-05-09,516.5793
100016,2022-05-10,511.4204
100016,2022-05-11,504.9889
100016,2022-05-12,495.8735
100016,2022-05-13,499.2941
100016,2022-05-16,497.1556
100016,2022-05-17,510.4206
100016,2022-05-18,506.2251
100016,2022-05-19,502.3871
100016,2022-05-20,500.1462
100016,2022-05-23,501.4785
100016,2022-05-24,499.6609
100016,2022-05-25,502.6257
100016,2022-05-26,498.5637
100016,2022-05-27,492.78
100016,2022-05-30,485.277
100016,2022-05-31,476.0989
100016,2022-06-01,474.1732
100016,2022-06-02,473.1602
100016,2022-06-03,470.7754
100016,2022-06-06,476.2119
100016,2022-06-07,481.6458
100016,2022-06-08,480.4735
100016,2022-06-09,473.1759
100016,2022-06-10,471.0598
100016,2022-06-13,468.8163
100016,2022-06-14,466.3477
100016,2022-06-15,463.7261
100016,2022-06-16,461.2993
100016,2022-06-17,459.9666
100016,2022-06-20,457.6317
100016,2022-06-21,458.7099
100016,2022-06-22,460.4075
100016,2022-06-23,456.9604
100016,2022-06-24,462.3501
100016,2022-06-27,458.6076
100016,2022-06-28,452.344
100016,2022-06-29,454.0998
100016,2022-06-30,451.0707
100016,2022-07-01,452.584
100016,2022-07-04,443.3196
100016,2022-07-05,449.0289
100016,2022-07-06,451.9322
100016,2022-07-07,446.2213
100016,2022-07-08,440.6669
100016,2022-07-11,447.4448
100016,2022-07-12,444.7739
100016,2022-07-13,441.7416
100016,2022-07-14,433.2246
100016,2022-07-15,432.1093
100016,2022-07-18,431.4649
100016,2022-07-19,434.4201
100016,2022-07-20,429.3142
100016,2022-07-21,423.8151
100016,2022-07-22,425.7236
100016,2022-07-25,429.7419
100016,2022-07-26,424.047
100016,2022-07-27,428.3319
100016,2022-07-28,428.6948
100016,2022-07-29,433.0659
100016,2022-08-01,433.0211
100016,2022-08-02,423.7137
100016,2022-08-03,423.3646
100016,2022-08-04,427.5619
100016,2022-08-05,424.424
100016,2022-08-08,423.1925
100016,2022-08-09,422.7537
100016,2022-08-10,412.293
100016,2022-08-11,418.6311
100016,2022-08-12,415.5307
100016,2022-08-15,417.6036
100016,2022-08-16,417.4997
100016,2022-08-17,422.3739
100016,2022-08-18,424.1079
100016,2022-08-19,423.4485
100016,2022-08-22,420.3416
100016,2022-08-23,423.5281
100016,2022-08-24,416.803
100016,2022-08-25,419.4003
100016,2022-08-26,415.5691
100016,2022-08-29,420.401
100016,2022-08-30,421.2166
100016,2022-08-31,423.8348
100016,2022-09-01,424.3603
100016,2022-09-02,418.068
100016,2022-09-05,415.1206
100016,2022-09-06,417.805
100016,2022-09-07,418.6355
100016,2022-09-08,423.2368
100016,2022-09-09,424.9639
100016,2022-09-12,421.5737
100016,2022-09-13,418.8403
100016,2022-09-14,419.437
100016,2022-09-15,411.1759
100016,2022-09-16,417.5046
100016,2022-09-19,419.3505
100016,2022-09-20,424.1319
100016,2022-09-21,418.4765
100016,2022-09-22,423.3133
100016,2022-09-23,431.9494
100016,2022-09-26,427.1671
100016,2022-09-27,430.305
100016,2022-09-28,430.5313
100016,2022-09-29,424.9261
100016,2022-09-30,426.9974
100016,2022-10-03,430.3701
100016,2022-10-04,428.3154
100016,2022-10-05,432.9656
100016,2022-10-06,426.8679
100016,2022-10-07,421.495
100016,2022-10-10,422.2208
100016,2022-10-11,422.5333
100016,2022-10-12,420.0881
100016,2022-10-13,423.3166
100016,2022-10-14,425.5227
100016,2022-10-17,428.9765
100016,2022-10-18,428.7321
100016,2022-10-19,431.2389
100016,2022-10-20,429.769
100016,2022-10-21,437.8501
100016,2022-10-24,434.9481
100016,2022-10-25,443.3278
100016,2022-10-26,443.6931
100016,2022-10-27,438.5694
100016,2022-10-28,444.122
100016,2022-10-31,444.8448
100016,2022-11-01,448.4277
100016,2022-11-02,453.5279
100016,2022-11-03,455.1164
100016,2022-11-04,452.9791
100016,2022-11-07,457.1295
100016,2022-11-08,457.3685
100016,2022-11-09,460.3808
100016,2022-11-10,451.9519
100016,2022-11-11,453.9711
100016,2022-11-14,451.6546
100016,2022-11-15,458.5248
100016,2022-11-16,461.2893
100016,2022-11-17,462.5046
100016,2022-11-18,464.7322
100016,2022-11-21,460.8957
100016,2022-11-22,467.7825
100016,2022-11-23,476.316
100016,2022-11-24,478.216
100016,2022-11-25,485.221
100016,2022-11-28,483.0407
100016,2022-11-29,479.9044
100016,2022-11-30,480.3253
100016,2022-12-01,482.4201
100016,2022-12-02,480.9949
100016,2022-12-05,483.5309
100016,2022-12-06,485.0894
100016,2022-12-07,481.0854
100016,2022-12-08,483.5409
100016,2022-12-09,487.4889
100016,2022-12-12,488.4785
100016,2022-12-13,493.7241
100016,2022-12-14,488.7036
100016,2022-12-15,490.9778
100016,2022-12-16,486.1873
100016,2022-12-19,481.6822
100016,2022-12-20,479.2566
100016,2022-12-21,475.5366
100016,2022-12-22,473.4881
100016,2022-12-23,472.8386
100016,2022-12-26,476.5883
100016,2022-12-27,475.4855
100016,2022-12-28,469.1246
100016,2022-12-29,474.1097
100016,2022-12-30,470.8654
100016,2023-01-02,470.8644
100016,2023-01-03,472.9663
100016,2023-01-04,474.0441
100016,2023-01-05,478.8877
100016,2023-01-06,481.1631
100016,2023-01-09,477.7684
100016,2023-01-10,487.2879
100016,2023-01-11,488.3757
100016,2023-01-12,487.9931
100016,2023-01-13,492.4132
100016,2023-01-16,493.7523
100016,2023-01-17,495.7495
100016,2023-01-18,507.0277
100016,2023-01-19,506.06
100016,2023-01-20,504.9042
100016,2023-01-23,505.6844
100016,2023-01-24,510.7491
100016,2023-01-25,504.268
100016,2023-01-26,495.8578
100016,2023-01-27,493.5515
100016,2023-01-30,486.7415
100016,2023-01-31,485.1715
100016,2023-02-01,487.5779
100016,2023-02-02,484.0122
100016,2023-02-03,478.2065
100016,2023-02-06,478.7459
100016,2023-02-07,482.6505
100016,2023-02-08,475.7347
100016,2023-02-09,479.4358
100016,2023-02-10,483.1532
100016,2023-02-13,487.4872
100016,2023-02-14,493.0082
100016,2023-02-15,502.9354
100016,2023-02-16,501.6171
100016,2023-02-17,502.3612
100016,2023-02-20,500.7778
100016,2023-02-21,501.045
100016,2023-02-22,508.1265
100016,2023-02-23,502.3938
100016,2023-02-24,498.8505
100016,2023-02-27,505.2068
100016,2023-02-28,510.0352
100016,2023-03-01,508.6667
100016,2023-03-02,512.7785
100016,2023-03-03,514.5893
100016,2023-03-06,521.7123
100016,2023-03-07,522.3246
100016,2023-03-08,527.3425
100016,2023-03-09,540.0526
100016,2023-03-10,543.1889
100016,2023-03-13,543.7057
100016,2023-03-14,547.4632
100016,2023-03-15,545.984
100016,2023-03-16,557.892
100016,2023-03-17,559.067
100016,2023-03-20,558.0108
100016,2023-03-21,554.1991
100016,2023-03-22,559.8766
100016,2023-03-23,564.466
100016,2023-03-24,562.2856
100016,2023-03-27,565.443
100016,2023-03-28,558.258
100016,2023-03-29,559.4579
100016,2023-03-30,561.9861
100016,2023-03-31,570.8065
100016,2023-04-03,567.2319
100016,2023-04-04,561.1622
100016,2023-04-05,557.0355
100016,2023-04-06,550.7921
100016,2023-04-07,557.6109
100016,2023-04-10,565.5706
100016,2023-04-11,567.4627
100016,2023-04-12,573.9037
100016,2023-04-13,574.8786
100016,2023-04-14,574.693
100016,2023-04-17,573.3032
100016,2023-04-18,572.031
100016,2023-04-19,564.5669
100016,2023-04-20,566.1761
100016,2023-04-21,566.2668
100016,2023-04-24,570.2955
100016,2023-04-25,571.0606
100016,2023-04-26,570.536
100016,2023-04-27,566.4614
100016,2023-04-28,567.1145
100016,2023-05-01,571.1134
100016,2023-05-02,565.6753
100016,2023-05-03,566.404
100016,2023-05-04,567.8622
100016,2023-05-05,564.5686
100016,2023-05-08,561.939
100016,2023-05-09,563.3736
100016,2023-05-10,558.0581
100016,2023-05-11,560.0718
100016,2023-05-12,555.9534
100016,2023-05-15,561.4787
100016,2023-05-16,573.4711
100016,2023-05-17,569.4279
100016,2023-05-18,572.4122
100016,2023-05-19,569.0487
100016,2023-05-22,574.5931
100016,2023-05-23,568.5103
100016,2023-05-24,571.2196
100016,2023-05-25,567.1312
100016,2023-05-26,566.3889
100016,2023-05-29,561.5519
100016,2023-05-30,565.9312
100016,2023-05-31,562.059
100016,2023-06-01,565.0931
100016,2023-06-02,563.6716
100016,2023-06-05,563.3934
100016,2023-06-06,564.4191
100016,2023-06-07,560.929
100016,2023-06-08,562.2606
100016,2023-06-09,570.1945
100016,2023-06-12,566.5874
100016,2023-06-13,572.7685
100016,2023-06-14,580.6856
100016,2023-06-15,576.8184
100016,2023-06-16,569.7576
100016,2023-06-19,571.5717
100016,2023-06-20,569.1125
100016,2023-06-21,578.8674
100016,2023-06-22,579.3439
100016,2023-06-23,575.5565
100016,2023-06-26,570.057
100016,2023-06-27,575.8598
100016,2023-06-28,573.262
100016,2023-06-29,573.7795
100016,2023-06-30,578.9351
100016,2023-07-03,576.7654
100016,2023-07-04,576.8293
100016,2023-07-05,577.0426
100016,2023-07-06,580.8301
100016,2023-07-07,584.1654
100016,2023-07-10,583.3333
100016,2023-07-11,583.962
100016,2023-07-12,582.3508
100016,2023-07-13,575.1079
100016,2023-07-14,576.7133
100016,2023-07-17,586.7206
100016,2023-07-18,582.4661
100016,2023-07-19,578.8072
100016,2023-07-20,574.6758
100016,2023-07-21,578.6584
100016,2023-07-24,581.2514
100016,2023-07-25,580.7388
100016,2023-07-26,576.3533
100016,2023-07-27,577.1207
100016,2023-07-28,569.5056
100016,2023-07-31,570.5207
100016,2023-08-01,575.2193
100016,2023-08-02,569.2005
100016,2023-08-03,561.849
100016,2023-08-04,570.0239
100016,2023-08-07,567.2493
100016,2023-08-08,573.2563
100016,2023-08-09,572.7737
100016,2023-08-10,572.2513
100016,2023-08-11,574.7646
100016,2023-08-14,570.5953
100016,2023-08-15,571.5572
100016,2023-08-16,569.9315
100016,2023-08-17,563.6234
100016,2023-08-18,565.5951
100016,2023-08-21,564.5744
100016,2023-08-22,564.0841
100016,2023-08-23,558.3838
100016,2023-08-24,566.5681
100016,2023-08-25,571.2603
100016,2023-08-28,576.4358
100016,2023-08-29,575.1817
100016,2023-08-30,566.7691
100016,2023-08-31,576.9127
100016,2023-09-01,576.8994
100016,2023-09-04,573.398
100016,2023-09-05,575.8066
100016,2023-09-06,582.0642
100016,2023-09-07,582.2461
100016,2023-09-08,589.1525
100016,2023-09-11,595.1135
100016,2023-09-12,589.7951
100016,2023-09-13,586.6033
100016,2023-09-14,591.8832
100016,2023-09-15,578.1898
100016,2023-09-18,577.7262
100016,2023-09-19,570.7762
100016,2023-09-20,568.6757
100016,2023-09-21,567.4716
100016,2023-09-22,565.9735
100016,2023-09-25,563.5143
100016,2023-09-26,558.376
100016,2023-09-27,570.0712
100016,2023-09-28,579.8367
100016,2023-09-29,574.2208
100016,2023-10-02,582.5895
100016,2023-10-03,580.8402
100016,2023-10-04,581.8024
100016,2023-10-05,581.7779
100016,2023-10-06,578.7012
100016,2023-10-09,584.0455
100016,2023-10-10,584.996
100016,2023-10-11,582.8431
100016,2023-10-12,576.473
100016,2023-10-13,572.2429
100016,2023-10-16,564.3101
100016,2023-10-17,564.6621
100016,2023-10-18,559.0226
100016,2023-10-19,558.0026
100016,2023-10-20,565.0774
100016,2023-10-23,571.3805
100016,2023-10-24,571.5127
100016,2023-10-25,571.3686
100016,2023-10-26,581.22
100016,2023-10-27,584.1967
100016,2023-10-30,582.8108
100016,2023-10-31,575.8241
100016,2023-11-01,578.126
100016,2023-11-02,582.6704
100016,2023-11-03,579.7325
100016,2023-11-06,581.5232
100016,2023-11-07,579.9607
100016,2023-11-08,579.3189
100016,2023-11-09,567.0393
100016,2023-11-10,566.2233
100016,2023-11-13,571.3794
100016,2023-11-14,568.4997
100016,2023-11-15,569.0566
100016,2023-11-16,565.5671
100016,2023-11-17,567.6605
100016,2023-11-20,566.87
100016,2023-11-21,562.4839
100016,2023-11-22,569.4269
100016,2023-11-23,574.4072
100016,2023-11-24,571.6459
100016,2023-11-27,574.4572
100016,2023-11-28,577.4842
100016,2023-11-29,581.0643
100016,2023-11-30,572.7421
100016,2023-12-01,578.1473
100016,2023-12-04,575.5467
100016,2023-12-05,574.0293
100016,2023-12-06,587.8432
100016,2023-12-07,589.7144
100016,2023-12-08,588.0119
100016,2023-12-11,576.9838
100016,2023-12-12,584.4006
100016,2023-12-13,577.8064
100016,2023-12-14,573.0112
100016,2023-12-15,571.634
100016,2023-12-18,579.1181
100016,2023-12-19,583.3816
100016,2023-12-20,582.8708
100016,2023-12-21,584.7593
100016,2023-12-22,581.9713
100016,2023-12-25,582.9892
100016,2023-12-26,583.6674
100016,2023-12-27,588.9793
100016,2023-12-28,594.3311
100016,2023-12-29,597.2339
100016,2024-01-01,595.6357
100016,2024-01-02,599.8546
100016,2024-01-03,599.6775
100016,2024-01-04,594.2894
100016,2024-01-05,592.485
100016,2024-01-08,593.2328
100016,2024-01-09,598.3226
100016,2024-01-10,597.6632
100016,2024-01-11,591.6287
100016,2024-01-12,592.2302
100016,2024-01-15,593.129
100016,2024-01-16,594.4085
100016,2024-01-17,599.5594
100016,2024-01-18,605.2836
100016,2024-01-19,602.4306
100016,2024-01-22,599.4751
100016,2024-01-23,594.3074
100016,2024-01-24,598.2899
100016,2024-01-25,606.2963
100016,2024-01-26,604.9258
100016,2024-01-29,603.9507
100016,2024-01-30,612.1297
100016,2024-01-31,615.1823
100016,2024-02-01,617.8723
100016,2024-02-02,611.7323
100016,2024-02-05,615.7225
100016,2024-02-06,611.0129
100016,2024-02-07,605.2447
100016,2024-02-08,603.7079
100016,2024-02-09,600.907
100016,2024-02-12,600.0432
100016,2024-02-13,592.7717
100016,2024-02-14,598.1139
100016,2024-02-15,604.4037
100016,2024-02-16,594.4189
100016,2024-02-19,599.8798
100016,2024-02-20,595.9144
100016,2024-02-21,600.7451
100016,2024-02-22,600.6923
100016,2024-02-23,601.1548
100016,2024-02-26,600.484
100016,2024-02-27,607.2508
100016,2024-02-28,600.9583
100016,2024-02-29,604.5003
100016,2024-03-01,610.7152
100016,2024-03-04,614.9028
100016,2024-03-05,627.9635
100016,2024-03-06,625.3634
100016,2024-03-07,630.9909
100016,2024-03-08,630.7261
100016,2024-03-11,637.9534
100016,2024-03-12,638.2393
100016,2024-03-13,636.388
100016,2024-03-14,644.0928
100016,2024-03-15,641.6375
100016,2024-03-18,634.0199
100016,2024-03-19,631.4621
100016,2024-03-20,635.2466
100016,2024-03-21,643.4252
100016,2024-03-22,644.3884
100016,2024-03-25,652.2598
100016,2024-03-26,644.8262
100016,2024-03-27,642.6418
100016,2024-03-28,641.3391
100016,2024-03-29,641.0221
100016,2024-04-01,641.8287
100016,2024-04-02,646.0847
100016,2024-04-03,643.8872
100016,2024-04-04,645.0099
100016,2024-04-05,645.0859
100016,2024-04-08,640.17
100016,2024-04-09,639.8586
100016,2024-04-10,639.3782
100016,2024-04-11,638.7775
100016,2024-04-12,639.2861
100016,2024-04-15,640.043
100016,2024-04-16,637.9365
100016,2024-04-17,645.4701
100016,2024-04-18,639.1767
100016,2024-04-19,635.4532
100016,2024-04-22,651.5612
100016,2024-04-23,645.957
100016,2024-04-24,638.6202
100016,2024-04-25,643.1019
100016,2024-04-26,631.7543
100016,2024-04-29,630.7702
100016,2024-04-30,643.1525
100016,2024-05-01,634.7763
100016,2024-05-02,624.0991
100016,2024-05-03,616.2197
100016,2024-05-06,621.4418
100016,2024-05-07,627.9608
100016,2024-05-08,625.451
100016,2024-05-09,629.5556
100016,2024-05-10,637.6509
100016,2024-05-13,648.116
100016,2024-05-14,647.0433
100016,2024-05-15,634.3697
100016,2024-05-16,630.1188
100016,2024-05-17,628.0754
100016,2024-05-20,626.9661
100016,2024-05-21,626.2512
100016,2024-05-22,632.7878
100016,2024-05-23,640.2703
100016,2024-05-24,639.6315
100016,2024-05-27,646.1915
100016,2024-05-28,648.5674
100016,2024-05-29,649.2714
100016,2024-05-30,654.8208
100016,2024-05-31,655.5763
100016,2024-06-03,667.9269
100016,2024-06-04,659.8477
100016,2024-06-05,657.1955
100016,2024-06-06,656.8013
100016,2024-06-07,659.692
100016,2024-06-10,667.4546
100016,2024-06-11,667.6553
100016,2024-06-12,659.6735
100016,2024-06-13,664.9362
100016,2024-06-14,669.7236
100016,2024-06-17,658.6916
100016,2024-06-18,659.0094
100016,2024-06-19,650.1674
100016,2024-06-20,646.701
100016,2024-06-21,641.9035
100016,2024-06-24,646.8347
100016,2024-06-25,647.8357
100016,2024-06-26,640.8626
100016,2024-06-27,646.1893
100016,2024-06-28,638.3989
100016,2024-07-01,640.5906
100016,2024-07-02,636.3365
100016,2024-07-03,634.6149
100016,2024-07-04,637.7724
100016,2024-07-05,641.0427
100016,2024-07-08,648.9807
100016,2024-07-09,648.8447
100016,2024-07-10,650.9364
100016,2024-07-11,648.7629
100016,2024-07-12,650.1403
100016,2024-07-15,653.0019
100016,2024-07-16,652.7726
100016,2024-07-17,642.8023
100016,2024-07-18,645.0168
100016,2024-07-19,647.4278
100016,2024-07-22,643.8879
100016,2024-07-23,636.9641
100016,2024-07-24,645.642
100016,2024-07-25,648.781
100016,2024-07-26,647.8057
100016,2024-07-29,641.6731
100016,2024-07-30,637.3679
100016,2024-07-31,645.0648
100016,2024-08-01,646.1817
100016,2024-08-02,643.3834
100016,2024-08-05,646.6154
100016,2024-08-06,642.3191
100016,2024-08-07,651.2134
100016,2024-08-08,659.3693
100016,2024-08-09,657.0006
100016,2024-08-12,653.7051
100016,2024-08-13,639.1138
100016,2024-08-14,631.1428
100016,2024-08-15,624.0528
100016,2024-08-16,625.1196
100016,2024-08-19,623.6453
100016,2024-08-20,616.6077
100016,2024-08-21,615.398
100016,2024-08-22,618.4657
100016,2024-08-23,621.6721
100016,2024-08-26,611.6591
100016,2024-08-27,611.2828
100016,2024-08-28,604.1821
100016,2024-08-29,609.3203
100016,2024-08-30,613.8653
100016,2024-09-02,609.337
100016,2024-09-03,605.5466
100016,2024-09-04,603.3994
100016,2024-09-05,591.8348
100016,2024-09-06,593.8972
100016,2024-09-09,592.7756
100016,2024-09-10,598.1777
100016,2024-09-11,592.7168
100016,2024-09-12,589.7935
100016,2024-09-13,582.3095
100016,2024-09-16,577.4725
100016,2024-09-17,571.7791
100016,2024-09-18,577.1211
100016,2024-09-19,573.8741
100016,2024-09-20,574.7993
100016,2024-09-23,573.168
100016,2024-09-24,567.0793
100016,2024-09-25,566.5304
100016,2024-09-26,569.8255
100016,2024-09-27,564.0792
100016,2024-09-30,568.4118
100016,2024-10-01,564.4593
100016,2024-10-02,562.3501
100016,2024-10-03,565.2797
100016,2024-10-04,562.2719
100016,2024-10-07,562.7485
100016,2024-10-08,561.4784
100016,2024-10-09,562.4094
100016,2024-10-10,551.0083
100016,2024-10-11,542.4682
100016,2024-10-14,545.7045
100016,2024-10-15,551.0032
100016,2024-10-16,546.8785
100016,2024-10-17,545.9844
100016,2024-10-18,547.6879
100016,2024-10-21,551.3308
100016,2024-10-22,541.8388
100016,2024-10-23,537.8987
100016,2024-10-24,536.6
100016,2024-10-25,540.2165
100016,2024-10-28,552.5367
100016,2024-10-29,551.7113
100016,2024-10-30,545.189
100016,2024-10-31,547.4089
100016,2024-11-01,554.1093
100016,2024-11-04,554.9236
100016,2024-11-05,550.7883
100016,2024-11-06,555.748
100016,2024-11-07,559.2982
100016,2024-11-08,554.5459
100016,2024-11-11,556.7015
100016,2024-11-12,561.9091
100016,2024-11-13,568.0897
100016,2024-11-14,568.0499
100016,2024-11-15,566.551
100016,2024-11-18,573.0119
100016,2024-11-19,567.2214
100016,2024-11-20,569.7135
100016,2024-11-21,563.1618
100016,2024-11-22,568.7714
100016,2024-11-25,567.7713
100016,2024-11-26,574.4553
100016,2024-11-27,577.2481
100016,2024-11-28,571.349
100016,2024-11-29,578.8713
100016,2024-12-02,587.1478
100016,2024-12-03,592.0396
100016,2024-12-04,588.3799
100016,2024-12-05,587.0969
100016,2024-12-06,588.1537
100016,2024-12-09,584.8165
100016,2024-12-10,593.9167
100016,2024-12-11,594.98
100016,2024-12-12,581.2624
100016,2024-12-13,583.3055
100016,2024-12-16,581.8173
100016,2024-12-17,581.733
100016,2024-12-18,580.1441
100016,2024-12-19,584.5895
100016,2024-12-20,590.6954
100016,2024-12-23,592.4773
100016,2024-12-24,591.0119
100016,2024-12-25,591.1013
100016,2024-12-26,591.5085
100016,2024-12-27,587.6404
100016,2024-12-30,590.9532
100016,2024-12-31,593.6618
100016,2025-01-01,602.0925
100016,2025-01-02,609.1095
100016,2025-01-03,605.7497
100016,2025-01-06,610.4627
100016,2025-01-07,605.6767
100016,2025-01-08,609.72
100016,2025-01-09,607.2615
100016,2025-01-10,602.1167
100016,2025-01-13,603.917
100016,2025-01-14,590.1432
100016,2025-01-15,581.4
100016,2025-01-16,580.7902
100016,2025-01-17,581.5125
100016,2025-01-20,579.9206
100016,2025-01-21,572.1938
100016,2025-01-22,568.3745
100016,2025-01-23,570.6332
100016,2025-01-24,573.8645
100016,2025-01-27,574.0785
100016,2025-01-28,580.2646
100016,2025-01-29,582.6023
100016,2025-01-30,579.0731
100016,2025-01-31,577.9405
100016,2025-02-03,571.1287
100016,2025-02-04,570.8787
100016,2025-02-05,576.8028
100016,2025-02-06,580.5988
100016,2025-02-07,588.1256
100016,2025-02-10,586.8593
100016,2025-02-11,594.1742
100016,2025-02-12,593.4682
100016,2025-02-13,601.5307
100016,2025-02-14,601.7251
100016,2025-02-17,605.8024
100016,2025-02-18,614.0516
100016,2025-02-19,613.3213
100016,2025-02-20,614.8208
100016,2025-02-21,622.17
100016,2025-02-24,621.7613
100016,2025-02-25,614.8775
100016,2025-02-26,626.9322
100016,2025-02-27,624.6624
100016,2025-02-28,625.8604
100016,2025-03-03,632.5999
100016,2025-03-04,629.5389
100016,2025-03-05,624.29
100016,2025-03-06,626.0114
100016,2025-03-07,616.5078
100016,2025-03-10,615.2618
100016,2025-03-11,616.911
100016,2025-03-12,615.7616
100016,2025-03-13,607.7501
100016,2025-03-14,616.673
100016,2025-03-17,617.5549
100016,2025-03-18,625.7215
100016,2025-03-19,624.6103
100016,2025-03-20,620.1013
100016,2025-03-21,621.8959
100016,2025-03-24,621.0338
100016,2025-03-25,614.9337
100016,2025-03-26,623.278
100016,2025-03-27,620.1867
100016,2025-03-28,610.5174
100016,2025-03-31,618.0294
100016,2025-04-01,615.6043
100016,2025-04-02,612.6292
100016,2025-04-03,603.4761
100016,2025-04-04,613.1294
100016,2025-04-07,606.5091
100016,2025-04-08,607.1349
100016,2025-04-09,612.357
100016,2025-04-10,614.9559
100016,2025-04-11,614.9496
100016,2025-04-14,606.1024
100016,2025-04-15,602.1001
100016,2025-04-16,603.4093
100016,2025-04-17,599.544
100016,2025-04-18,600.9302
100016,2025-04-21,604.8661
100016,2025-04-22,610.3371
100016,2025-04-23,604.0841
100016,2025-04-24,616.2187
100016,2025-04-25,620.7238
100016,2025-04-28,621.0347
100016,2025-04-29,627.3545
100016,2025-04-30,640.9097
100016,2025-05-01,633.1555
100016,2025-05-02,632.225
100016,2025-05-05,619.4211
100016,2025-05-06,620.7946
100016,2025-05-07,623.1197
100016,2025-05-08,623.226
100016,2025-05-09,619.9585
100016,2025-05-12,609.1676
100016,2025-05-13,611.493
100016,2025-05-14,619.7122
100016,2025-05-15,616.8086
100016,2025-05-16,619.5266
100016,2025-05-19,611.3329
100016,2025-05-20,614.1197
100016,2025-05-21,612.3086
100016,2025-05-22,608.5191
100016,2025-05-23,604.7641
100016,2025-05-26,602.9794
100016,2025-05-27,605.3287
100016,2025-05-28,598.6729
100016,2025-05-29,596.8877
100016,2025-05-30,596.9773
100016,2025-06-02,591.524
100016,2025-06-03,601.2816
100016,2025-06-04,597.0806
100016,2025-06-05,593.8721
100016,2025-06-06,589.0741
100016,2025-06-09,598.8008
100016,2025-06-10,602.0383
100016,2025-06-11,597.3941
100016,2025-06-12,603.5621
100016,2025-06-13,604.9433
100016,2025-06-16,606.6302
100016,2025-06-17,605.1021
100016,2025-06-18,601.4263
100016,2025-06-19,603.5317
100016,2025-06-20,600.9473
100016,2025-06-23,610.9685
100016,2025-06-24,604.4792
100016,2025-06-25,613.0403
100016,2025-06-26,612.7548
100016,2025-06-27,614.6902
100016,2025-06-30,619.5429
100016,2025-07-01,616.4268
100016,2025-07-02,621.4637
100016,2025-07-03,607.1131
100016,2025-07-04,603.5816
100016,2025-07-07,598.9916
100016,2025-07-08,592.712
100016,2025-07-09,591.8947
100016,2025-07-10,594.2182
100016,2025-07-11,598.2205
100016,2025-07-14,599.802
100016,2025-07-15,596.5986
100016,2025-07-16,598.8522
100016,2025-07-17,599.8183
100016,2025-07-18,605.1025
100016,2025-07-21,609.5773
100016,2025-07-22,610.0558
100016,2025-07-23,605.5598
100016,2025-07-24,602.3934
100016,2025-07-25,599.7889
100016,2025-07-28,598.4322
100016,2025-07-29,600.1581
100016,2025-07-30,604.2671
100016,2025-07-31,604.3064
100016,2025-08-01,604.7042
100016,2025-08-04,605.7814
100016,2025-08-05,603.3426
100016,2025-08-06,598.7474
